Acc_x,Acc_y,Acc_z,Gyro_X,Gyro_Y,Gyro_Z,Label,Semantic_Interpretation
-5.902252,0.6678314,8.069885,0.008407593,-0.015579224,-0.023376465,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.9498596,0.68092346,8.119873,0.006271362,-0.015579224,-0.023376465,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.9796143,0.7416229,8.0841675,0.005203247,-0.013442993,-0.019104004,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.9617615,0.71424866,8.155579,0.004135132,-0.015579224,-0.021240234,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.95343,0.7130585,8.153198,0.005203247,-0.012374878,-0.02017212,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.8665466,0.7344818,8.10083,0.004135132,-0.012374878,-0.019104004,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.901062,0.7582855,8.081787,0.005203247,-0.009170532,-0.018035889,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.8713074,0.7190094,8.192474,0.006271362,-0.008102417,-0.016967773,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.932007,0.67259216,8.185333,0.008407593,-0.007034302,-0.012695313,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.895111,0.6797333,8.132965,0.007339478,-0.005966187,-0.012695313,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.8927307,0.68211365,8.155579,0.009475708,-0.009170532,-0.010559082,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.848694,0.6511688,8.144867,0.009475708,-0.010238647,-0.011627197,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.9236755,0.6868744,8.03418,0.006271362,-0.013442993,-0.009490967,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.902252,0.64878845,8.150818,0.005203247,-0.016647339,-0.011627197,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.927246,0.671402,8.03537,0.003067017,-0.017715454,-0.011627197,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.9284363,0.6464081,8.134155,0.001998901,-0.016647339,-0.014831543,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.9760437,0.6963959,8.093689,0.001998901,-0.01878357,-0.012695313,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.9498596,0.671402,8.135345,0.000930786,-0.015579224,-0.014831543,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.95224,0.6678314,8.159149,0.001998901,-0.015579224,-0.015899658,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.940338,0.6142731,8.093689,0.003067017,-0.013442993,-0.015899658,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.934387,0.64164734,8.182953,0.004135132,-0.008102417,-0.015899658,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.9355774,0.67497253,8.136536,0.006271362,-0.007034302,-0.014831543,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.9224854,0.63331604,8.129395,0.007339478,-0.004898071,-0.011627197,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.939148,0.588089,8.216278,0.010543823,-0.005966187,-0.012695313,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.8915405,0.6464081,8.168671,0.008407593,-0.007034302,-0.010559082,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.901062,0.68092346,8.119873,0.008407593,-0.007034302,-0.007354736,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.901062,0.6690216,8.177002,0.008407593,-0.008102417,-0.008422852,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.939148,0.7201996,8.144867,0.010543823,-0.008102417,-0.004150391,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.9570007,0.7178192,8.147247,0.007339478,-0.011306763,-0.004150391,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.9284363,0.70591736,8.129395,0.005203247,-0.010238647,-0.005218506,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.95105,0.735672,8.150818,0.003067017,-0.010238647,0.001190186,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.934387,0.7773285,8.086548,-0.000137329,-0.009170532,-0.000946045,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.9617615,0.7428131,8.124634,-0.000137329,-0.013442993,0.002258301,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.945099,0.78208923,8.060364,-0.00227356,-0.014511108,0.003326416,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.9177246,0.8035126,8.107971,-0.005477905,-0.013442993,0.008666992,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.9284363,0.84635925,8.080597,-0.005477905,-0.014511108,0.010803223,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-6.0057983,0.81422424,8.124634,-0.007614136,-0.014511108,0.016143799,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.970093,0.7178192,8.078217,-0.007614136,-0.014511108,0.02255249,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.9367676,0.7618561,8.1805725,-0.015090942,-0.011306763,0.033233643,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.9474792,0.7332916,8.157959,-0.011886597,-0.013442993,0.027893066,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.902252,0.7440033,8.0972595,-0.018295288,-0.010238647,0.035369873,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.9308167,0.70591736,8.107971,-0.020431519,-0.010238647,0.039642334,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.9046326,0.66545105,8.0972595,-0.02470398,-0.010238647,0.041778564,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.8915405,0.66426086,8.072266,-0.027908325,-0.010238647,0.04711914,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.9165344,0.6928253,8.106781,-0.02897644,-0.008102417,0.048187256,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.983185,0.68925476,8.16629,-0.03111267,-0.008102417,0.050323486,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.907013,0.6595001,8.134155,-0.0332489,-0.007034302,0.052459717,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.893921,0.684494,8.197235,-0.0332489,-0.004898071,0.052459717,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.893921,0.6702118,8.171051,-0.034317017,-0.001693726,0.057800293,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.908203,0.6868744,8.129395,-0.034317017,0.000442505,0.05886841,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.88678,0.6452179,8.130585,-0.0332489,0.00151062,0.062072754,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.8451233,0.6440277,8.172241,-0.03538513,0.003646851,0.066345215,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.8903503,0.65830994,8.179382,-0.0332489,0.003646851,0.06954956,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.8736877,0.6797333,8.134155,-0.0332489,0.004714966,0.068481445,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.88797,0.6130829,8.160339,-0.034317017,0.003646851,0.07168579,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.9284363,0.63093567,8.1163025,-0.03538513,0.005783081,0.070617676,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.902252,0.5619049,8.123444,-0.036453247,0.003646851,0.06954956,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.893921,0.57618713,8.16748,-0.038589478,0.004714966,0.070617676,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.8915405,0.5642853,8.113922,-0.040725708,0.003646851,0.068481445,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.9224854,0.57618713,8.157959,-0.040725708,0.00151062,0.068481445,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.9677124,0.5892792,8.134155,-0.039657593,0.000442505,0.06954956,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.88797,0.5630951,8.204376,-0.040725708,-0.001693726,0.068481445,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.88678,0.63093567,8.191284,-0.039657593,-0.002761841,0.068481445,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.9570007,0.5964203,8.154388,-0.040725708,-0.005966187,0.06954956,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.912964,0.62260437,8.193665,-0.039657593,-0.010238647,0.070617676,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.8915405,0.6190338,8.232941,-0.040725708,-0.010238647,0.072753906,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.915344,0.6630707,8.188904,-0.038589478,-0.014511108,0.07382202,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.940338,0.5952301,8.213898,-0.039657593,-0.014511108,0.07382202,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.940338,0.64997864,8.138916,-0.041793823,-0.01878357,0.07595825,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
